id,country,indicatorType,indicator,unit,year,value
10073,tunisia,energy indicators,Final energy consumption - Electricity,%,2013,17.20440156
10074,tunisia,energy indicators,Final energy consumption - Other,%,2013,12.47092548
10075,tunisia,energy indicators,Energy use per capita,%,2013,0.67604371
10076,tunisia,energy indicators,Energy use by Sector - Industry,toe,2013,28.38419009
10077,tunisia,energy indicators,Energy use by Sector - Transport,%,2013,27.69233737
10078,tunisia,energy indicators,Energy use by Sector - Residential,%,2013,26.83339953
10079,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2013,8.583035095
10080,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2013,5.716644508
10081,tunisia,energy indicators,Energy use by Sector - Other,%,2013,2.790393414
10082,tunisia,energy indicators,Gross energy production,%,2012,7564.015
10083,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2012,46.62493398
10084,tunisia,energy indicators,Gross energy production - Natural Gas,%,2012,37.4338364
10085,tunisia,energy indicators,Gross energy production - Coal,%,2012,0
10086,tunisia,energy indicators,Gross energy production - Nuclear,%,2012,0
10087,tunisia,energy indicators,Gross energy production - Renewables,%,2012,14.97327808
10088,tunisia,energy indicators,Gross energy production - Solar,%,2012,0.472923441
10089,tunisia,energy indicators,Gross energy production - Wind,%,2012,0.222844614
10090,tunisia,energy indicators,Gross energy production - Hydropower,%,2012,0.125065855
10091,tunisia,energy indicators,Gross energy production - Other,%,2012,0.967951544
10092,tunisia,energy indicators,Total energy export,%,2012,3717.037
10093,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2012,99.01434933
10094,tunisia,energy indicators,Total energy export - Natural Gas,%,2012,0
10095,tunisia,energy indicators,Total energy export - Coal,%,2012,0
10096,tunisia,energy indicators,Total energy export - Electricity,%,2012,0.985623764
10097,tunisia,energy indicators,Total energy import,%,2012,6735.299
10098,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2012,62.51380971
10099,tunisia,energy indicators,Total energy import - Natural Gas,%,2012,36.82172091
10100,tunisia,energy indicators,Total energy import - Coal,%,2012,0.174157079
10101,tunisia,energy indicators,Total energy import - Electricity,%,2012,0.490312308
10102,tunisia,energy indicators,Total primary energy supply (TPES),%,2012,10244.131
10103,tunisia,energy indicators,Primary energy supply per capita,ktoe,2012,0.950290445
10104,tunisia,energy indicators,Energy productivity,toe,2012,4.396663807
10105,tunisia,energy indicators,Energy subsidies,$/kgoe,2012,
10106,tunisia,energy indicators,Final energy consumption,$B,2012,7340.548
10107,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2012,49.74019651
10108,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2012,20.8012944
10109,tunisia,energy indicators,Final energy consumption - Coal,%,2012,0.159797334
10110,tunisia,energy indicators,Final energy consumption - Electricity,%,2012,16.85427301
10111,tunisia,energy indicators,Final energy consumption - Other,%,2012,12.44443875
10112,tunisia,energy indicators,Energy use per capita,%,2012,0.680941373
10113,tunisia,energy indicators,Energy use by Sector - Industry,toe,2012,27.81092093
10114,tunisia,energy indicators,Energy use by Sector - Transport,%,2012,29.47965193
10115,tunisia,energy indicators,Energy use by Sector - Residential,%,2012,26.13514686
10116,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2012,8.429139078
10117,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2012,5.472111891
10118,tunisia,energy indicators,Energy use by Sector - Other,%,2012,2.673029316
10119,tunisia,energy indicators,Gross energy production,%,2011,7635.324
10120,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2011,46.35136636
10121,tunisia,energy indicators,Gross energy production - Natural Gas,%,2011,38.28407282
10122,tunisia,energy indicators,Gross energy production - Coal,%,2011,0
10123,tunisia,energy indicators,Gross energy production - Nuclear,%,2011,0
10124,tunisia,energy indicators,Gross energy production - Renewables,%,2011,14.5072953
10125,tunisia,energy indicators,Gross energy production - Solar,%,2011,0.409150941
10126,tunisia,energy indicators,Gross energy production - Wind,%,2011,0.122771476
10127,tunisia,energy indicators,Gross energy production - Hydropower,%,2011,0.060822566
10128,tunisia,energy indicators,Gross energy production - Other,%,2011,0.85726552
10129,tunisia,energy indicators,Total energy export,%,2011,3129.471
10130,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2011,99.55756101
10131,tunisia,energy indicators,Total energy export - Natural Gas,%,2011,0
10132,tunisia,energy indicators,Total energy export - Coal,%,2011,0
10133,tunisia,energy indicators,Total energy export - Electricity,%,2011,0.442438994
10134,tunisia,energy indicators,Total energy import,%,2011,5630.072
10135,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2011,64.05392329
10136,tunisia,energy indicators,Total energy import - Natural Gas,%,2011,35.488587
10137,tunisia,energy indicators,Total energy import - Coal,%,2011,0.257367934
10138,tunisia,energy indicators,Total energy import - Electricity,%,2011,0.200104013
10139,tunisia,energy indicators,Total primary energy supply (TPES),%,2011,9813.46
10140,tunisia,energy indicators,Primary energy supply per capita,ktoe,2011,0.919724461
10141,tunisia,energy indicators,Energy productivity,toe,2011,4.668078333
10142,tunisia,energy indicators,Energy subsidies,$/kgoe,2011,
10143,tunisia,energy indicators,Final energy consumption,$B,2011,7043.944
10144,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2011,50.61414458
10145,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2011,20.1597003
10146,tunisia,energy indicators,Final energy consumption - Coal,%,2011,0.20570862
10147,tunisia,energy indicators,Final energy consumption - Electricity,%,2011,16.16358676
10148,tunisia,energy indicators,Final energy consumption - Other,%,2011,12.85685974
10149,tunisia,energy indicators,Energy use per capita,%,2011,0.660163449
10150,tunisia,energy indicators,Energy use by Sector - Industry,toe,2011,26.50290803
10151,tunisia,energy indicators,Energy use by Sector - Transport,%,2011,30.97050459
10152,tunisia,energy indicators,Energy use by Sector - Residential,%,2011,26.73570375
10153,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2011,7.940168179
10154,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2011,5.531333015
10155,tunisia,energy indicators,Energy use by Sector - Other,%,2011,2.319382437
10156,tunisia,energy indicators,Gross energy production,%,2010,8331.214
10157,tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,ktoe,2010,47.90713574
10158,tunisia,energy indicators,Gross energy production - Natural Gas,%,2010,36.91614451
10159,tunisia,energy indicators,Gross energy production - Coal,%,2010,0
10160,tunisia,energy indicators,Gross energy production - Nuclear,%,2010,0
10161,tunisia,energy indicators,Gross energy production - Renewables,%,2010,13.21586506
10162,tunisia,energy indicators,Gross energy production - Solar,%,2010,0.326939147
10163,tunisia,energy indicators,Gross energy production - Wind,%,2010,0.143484491
10164,tunisia,energy indicators,Gross energy production - Hydropower,%,2010,0.051613126
10165,tunisia,energy indicators,Gross energy production - Other,%,2010,1.960854685
10166,tunisia,energy indicators,Total energy export,%,2010,3969.098
10167,tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,ktoe,2010,99.73565782
10168,tunisia,energy indicators,Total energy export - Natural Gas,%,2010,0
10169,tunisia,energy indicators,Total energy export - Coal,%,2010,0
10170,tunisia,energy indicators,Total energy export - Electricity,%,2010,0.264342175
10171,tunisia,energy indicators,Total energy import,%,2010,6028.444
10172,tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,ktoe,2010,66.49963075
10173,tunisia,energy indicators,Total energy import - Natural Gas,%,2010,33.29920623
10174,tunisia,energy indicators,Total energy import - Coal,%,2010,0
10175,tunisia,energy indicators,Total energy import - Electricity,%,2010,0.201146432
10176,tunisia,energy indicators,Total primary energy supply (TPES),%,2010,10281.731
10177,tunisia,energy indicators,Primary energy supply per capita,ktoe,2010,0.974571659
10178,tunisia,energy indicators,Energy productivity,toe,2010,4.284298043
10179,tunisia,energy indicators,Energy subsidies,$/kgoe,2010,
10180,tunisia,energy indicators,Final energy consumption,$B,2010,7426.778
10181,tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,ktoe,2010,52.10521979
10182,tunisia,energy indicators,Final energy consumption - Natural Gas,%,2010,20.06700618
10183,tunisia,energy indicators,Final energy consumption - Coal,%,2010,0
10184,tunisia,energy indicators,Final energy consumption - Electricity,%,2010,15.69167679
10185,tunisia,energy indicators,Final energy consumption - Other,%,2010,12.13609724
10186,tunisia,energy indicators,Energy use per capita,%,2010,0.70396
10187,tunisia,energy indicators,Energy use by Sector - Industry,toe,2010,27.174449
10188,tunisia,energy indicators,Energy use by Sector - Transport,%,2010,31.5812456
10189,tunisia,energy indicators,Energy use by Sector - Residential,%,2010,24.7733674
10190,tunisia,energy indicators,Energy use by Sector - Tertiary,%,2010,7.958834908
10191,tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2010,5.598659338
10192,tunisia,energy indicators,Energy use by Sector - Other,%,2010,2.913443757
10193,tunisia,oil indicators,Oil production,%,2017,
10194,tunisia,oil indicators,Oil reserves,kbl/day,2017,0.4
10195,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2017,
10196,tunisia,oil indicators,Fiscal breakeven oil price,years,2017,
10197,tunisia,oil indicators,External breakeven oil price,$/bl,2017,
10198,tunisia,oil indicators,Oil Imports,$/bl,2017,
10199,tunisia,oil indicators,Oil exports,kbl,2017,
10200,tunisia,oil indicators,Oil rents (% of GDP),kbl,2017,
10201,tunisia,oil indicators,Oil production,%,2016,
10202,tunisia,oil indicators,Oil reserves,kbl/day,2016,0.4
10203,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2016,
10204,tunisia,oil indicators,Fiscal breakeven oil price,years,2016,
10205,tunisia,oil indicators,External breakeven oil price,$/bl,2016,
10206,tunisia,oil indicators,Oil Imports,$/bl,2016,
10207,tunisia,oil indicators,Oil exports,kbl,2016,
10208,tunisia,oil indicators,Oil rents (% of GDP),kbl,2016,
10209,tunisia,oil indicators,Oil production,%,2015,61
10210,tunisia,oil indicators,Oil reserves,kbl/day,2015,0.4
10211,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2015,17.96541657
10212,tunisia,oil indicators,Fiscal breakeven oil price,years,2015,
10213,tunisia,oil indicators,External breakeven oil price,$/bl,2015,
10214,tunisia,oil indicators,Oil Imports,$/bl,2015,
10215,tunisia,oil indicators,Oil exports,kbl,2015,
10216,tunisia,oil indicators,Oil rents (% of GDP),kbl,2015,1.8
10217,tunisia,oil indicators,Oil production,%,2014,62
10218,tunisia,oil indicators,Oil reserves,kbl/day,2014,0.4
10219,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2014,17.67565179
10220,tunisia,oil indicators,Fiscal breakeven oil price,years,2014,
10221,tunisia,oil indicators,External breakeven oil price,$/bl,2014,
10222,tunisia,oil indicators,Oil Imports,$/bl,2014,98
10223,tunisia,oil indicators,Oil exports,kbl,2014,66
10224,tunisia,oil indicators,Oil rents (% of GDP),kbl,2014,3.4
10225,tunisia,oil indicators,Oil production,%,2013,69
10226,tunisia,oil indicators,Oil reserves,kbl/day,2013,0.4
10227,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2013,15.88246972
10228,tunisia,oil indicators,Fiscal breakeven oil price,years,2013,
10229,tunisia,oil indicators,External breakeven oil price,$/bl,2013,
10230,tunisia,oil indicators,Oil Imports,$/bl,2013,89
10231,tunisia,oil indicators,Oil exports,kbl,2013,67
10232,tunisia,oil indicators,Oil rents (% of GDP),kbl,2013,4.4
10233,tunisia,oil indicators,Oil production,%,2012,74
10234,tunisia,oil indicators,Oil reserves,kbl/day,2012,0.4
10235,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2012,14.80932988
10236,tunisia,oil indicators,Fiscal breakeven oil price,years,2012,
10237,tunisia,oil indicators,External breakeven oil price,$/bl,2012,
10238,tunisia,oil indicators,Oil Imports,$/bl,2012,88
10239,tunisia,oil indicators,Oil exports,kbl,2012,75
10240,tunisia,oil indicators,Oil rents (% of GDP),kbl,2012,5.2
10241,tunisia,oil indicators,Oil production,%,2011,74
10242,tunisia,oil indicators,Oil reserves,kbl/day,2011,0.4
10243,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2011,14.80932988
10244,tunisia,oil indicators,Fiscal breakeven oil price,years,2011,
10245,tunisia,oil indicators,External breakeven oil price,$/bl,2011,
10246,tunisia,oil indicators,Oil Imports,$/bl,2011,76
10247,tunisia,oil indicators,Oil exports,kbl,2011,64
10248,tunisia,oil indicators,Oil rents (% of GDP),kbl,2011,5.2
10249,tunisia,oil indicators,Oil production,%,2010,83
10250,tunisia,oil indicators,Oil reserves,kbl/day,2010,0.4
10251,tunisia,oil indicators,Oil reserve to production ratio,Gbl,2010,13.20349893
10252,tunisia,oil indicators,Fiscal breakeven oil price,years,2010,
